DevType,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,EmbeddedHaveWorkedWith,MiscTechHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,OfficeStackAsyncHaveWorkedWith,OfficeStackSyncHaveWorkedWith,AISearchDevHaveWorkedWith,ConvertedCompYearly
Data scientist or machine learning specialist,Bash/Shell (all shells);Go;JavaScript;Python,Elasticsearch;Neo4J;Oracle;PostgreSQL,NA,Angular;Flask,GNU GCC,Hugging Face Transformers;Pandas;Torch/PyTorch,Make;npm;Pip,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Markdown File;Microsoft Planner;Wikis,Microsoft Teams;Whatsapp,WolframAlpha,63033
Data scientist or machine learning specialist,Python;R;SQL,Databricks SQL;Dynamodb,Databricks,NA,NA,NA,NA,RStudio,Confluence;Jira,Slack;Zoom,ChatGPT;GitHub Copilot,198198
"Developer, AI",Bash/Shell (all shells);Lua;Python;SQL,BigQuery;Cassandra;Microsoft SQL Server;Redis,Amazon Web Services (AWS);Databricks;Google Cloud;Oracle Cloud Infrastructure (OCI),NA,NA,Apache Spark;NumPy;Pandas;Scikit-Learn,Kubernetes;Puppet,Visual Studio Code,Confluence;Jira,Google Meet;Microsoft Teams,ChatGPT;Google Gemini,57999
Data or business analyst,HTML/CSS;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Digital Ocean,Django;FastAPI,NA,Flutter;NumPy;Pandas;Qt;RabbitMQ,NA,Notepad++;Visual Studio Code,Jira;Monday.com;Obsidian;Trello,Google Chat;Google Meet;Microsoft Teams;Telegram;Whatsapp;Zoom,NA,48428
Data scientist or machine learning specialist,HTML/CSS;JavaScript;Python;R;SQL;VBA,Microsoft SQL Server;MongoDB,NA,FastAPI,NA,NumPy;Pandas;Scikit-Learn;Tidyverse,Pip,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;Jira;Markdown File,Microsoft Teams;Signal;Whatsapp;Zoom,ChatGPT;WolframAlpha,108280
Data engineer,Bash/Shell (all shells);Python;SQL,Microsoft SQL Server;Oracle;PostgreSQL,Heroku;Microsoft Azure,ASP.NET CORE;FastAPI;Flask,NA,.NET (5+) ;Apache Spark;NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Make;Pip,Jupyter Notebook/JupyterLab;Spyder;Visual Studio;Visual Studio Code,Microsoft Planner;Notion,Microsoft Teams;Whatsapp;Zoom,ChatGPT;Google Gemini;Visual Studio Intellicode,569
Data engineer,HTML/CSS;Java;Python;Scala;SQL;TypeScript,PostgreSQL;Snowflake,Amazon Web Services (AWS);Digital Ocean,React;Spring Boot,NA,Apache Kafka;Apache Spark;Spring Framework;TensorFlow,Docker;Homebrew;Maven (build tool);npm;Pip;Yarn,IntelliJ IDEA;PyCharm;Sublime Text;Vim;Visual Studio Code;WebStorm,Confluence;Jira;Trello,Google Meet;Signal;Slack;Whatsapp;Zoom,ChatGPT,205000
Data engineer,HTML/CSS;Java;JavaScript;Python;Scala;SQL,BigQuery;Cloud Firestore;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud,FastAPI;Vue.js,NA,Apache Spark;Keras;NumPy;Pandas;Scikit-Learn,Docker;npm;Pip;Terraform,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;PyCharm;VSCodium,Confluence;Jira;Obsidian,Google Meet;Mattermost;Slack,ChatGPT,48333
Data scientist or machine learning specialist,Bash/Shell (all shells);C++;JavaScript;R;Rust;SQL;TypeScript,PostgreSQL,Amazon Web Services (AWS);Vercel,Next.js;React,NA,Tidyverse,Make;Pip;Yarn,Neovim;RStudio,Airtable;Linear;Obsidian,Slack;Zoom,ChatGPT;Claude;GitHub Copilot,160000
Data engineer,Bash/Shell (all shells);C;Python;SQL,MySQL,Amazon Web Services (AWS),Flask,NA,Pandas;Torch/PyTorch,Docker;Pip,Jupyter Notebook/JupyterLab;Notepad++;Vim,Confluence;Jira,Microsoft Teams;Zoom,ChatGPT,112000
Data or business analyst,Python;R;SQL;VBA,BigQuery;Microsoft SQL Server;Oracle,Google Cloud,NA,NA,Tidyverse,NA,RStudio,GitHub Discussions;Markdown File,Google Chat;Google Meet,ChatGPT,259000
Data engineer,Python;Scala;SQL,Cosmos DB;Databricks SQL;Elasticsearch;PostgreSQL,Colocation;Databricks;Microsoft Azure,NA,NA,NA,Maven (build tool),IntelliJ IDEA;Notepad++,Confluence,Microsoft Teams;Zoom,ChatGPT,44544
Data or business analyst,Python;R;SQL,Microsoft SQL Server,NA,NA,NA,NumPy;Pandas;Tidyverse,NA,Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,Confluence;Smartsheet,Microsoft Teams;Zoom,ChatGPT;GitHub Copilot,40000
Data engineer,JavaScript;Python;SQL,BigQuery;Databricks SQL,Databricks;Google Cloud,NA,NA,Apache Spark;Pandas,NA,Visual Studio Code,Confluence;Jira;Smartsheet,Slack;Zoom,ChatGPT,205000
Data or business analyst,Python,NA,NA,NA,NA,NumPy;Pandas,NA,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Jira;Miro,Microsoft Teams,ChatGPT,75184
Data engineer,Python;SQL,BigQuery,Google Cloud,NA,NA,mlflow;NumPy;Pandas;Scikit-Learn;TensorFlow,Visual Studio Solution,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;Jira;Miro,Google Chat;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,NA,22746
Data engineer,Python;SQL,Databricks SQL,Databricks;Microsoft Azure,NA,NA,Apache Spark;Hadoop;Keras;Pandas;Scikit-Learn;TensorFlow,NA,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;Jira,Microsoft Teams,NA,71962
Data scientist or machine learning specialist,Bash/Shell (all shells);C++;PowerShell;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Microsoft Azure,NA,NA,Hugging Face Transformers;NumPy;Pandas;Scikit-Learn;TensorFlow,Chocolatey;Docker;Pip;Terraform;Unreal Engine,IPython;Neovim;Visual Studio;Visual Studio Code,Azure Devops;Confluence;Jira;Markdown File;Notion;Trello,Google Meet;Microsoft Teams;Whatsapp,ChatGPT;GitHub Copilot;Google Gemini,95026
Data engineer,Bash/Shell (all shells);Groovy;Java;Scala;SQL,Cassandra;Clickhouse;PostgreSQL;Redis,NA,Spring Boot,NA,Apache Kafka;Apache Spark;Hadoop;RabbitMQ;Spring Framework,Docker;Homebrew;Kubernetes;Maven (build tool),IntelliJ IDEA;Sublime Text,Confluence;Jira;Miro;Trello,Discord;Google Meet;Matrix;Mattermost;Microsoft Teams;Skype;Telegram;Whatsapp;Zoom,ChatGPT;Tabnine,107563
Data scientist or machine learning specialist,Julia;Python;SQL,NA,Amazon Web Services (AWS),NA,NA,NumPy;Pandas;Scikit-Learn,Pip,IPython;Visual Studio Code,Azure Devops,Microsoft Teams,NA,165000
Data engineer,Bash/Shell (all shells);PHP;Python;SQL,Dynamodb;MariaDB;PostgreSQL;Presto,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Linode, now Akamai",CodeIgniter,Rasberry Pi,NA,Docker,Visual Studio Code;VSCodium,Jira;Trello,Slack;Zoom,GitHub Copilot,185000
Data scientist or machine learning specialist,Bash/Shell (all shells);C++;Python;Rust,Snowflake;SQLite,Amazon Web Services (AWS);Microsoft Azure,NA,Arduino;Cargo;GNU GCC;LLVM's Clang;Rasberry Pi,CUDA;Opencv;Pandas;TensorFlow;Torch/PyTorch,APT;Docker;Pip;Visual Studio Solution,PyCharm;Visual Studio Code,Azure Devops;Jira,Cisco Webex Teams;Microsoft Teams,ChatGPT;GitHub Copilot,140000
Data scientist or machine learning specialist,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Presto;Snowflake;SQLite,Amazon Web Services (AWS),NA,NA,Apache Kafka;CUDA;Hugging Face Transformers;NumPy;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;Kubernetes;Terraform,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence,Discord;Google Chat;Google Meet;Microsoft Teams;Slack,NA,180000
Data engineer,JavaScript;Python;Rust;SQL,PostgreSQL;Redis,Google Cloud;OVH,FastAPI;Flask,NA,NumPy;Pandas;RabbitMQ;Ruff,Docker;Pip,Nano;PyCharm;Sublime Text,Notion,Google Meet;Slack,NA,61222
Data scientist or machine learning specialist,Python;SQL,Dynamodb;Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Microsoft Azure,Flask,NA,Keras;NumPy;Opencv;RabbitMQ,Docker;Pip,PyCharm;Vim;Visual Studio,Azure Devops;Clickup;Lucid;Notion,Google Meet;Microsoft Teams;Slack;Whatsapp,ChatGPT;Perplexity AI,29057
Data engineer,GDScript;Scala,NA,Amazon Web Services (AWS),NA,NA,Apache Spark,Godot,IntelliJ IDEA;Visual Studio Code,Jira;Markdown File;Obsidian;Wikis,Discord;Microsoft Teams;Signal;Slack;Whatsapp,NA,52629
Data engineer,Java;Python,Cassandra;Dynamodb;Elasticsearch;MySQL;PostgreSQL;Snowflake,Amazon Web Services (AWS),NA,NA,Apache Kafka;Apache Spark;NumPy;Pandas;RabbitMQ;Spring Framework,Ansible;Docker;Kubernetes;Pip,IntelliJ IDEA;PyCharm,NA,Slack;Zoom,NA,182000
Data engineer,Bash/Shell (all shells);PowerShell;SQL,Snowflake;SQLite,Amazon Web Services (AWS);Microsoft Azure,Drupal;Flask,Arduino;GNU GCC;Rasberry Pi,NumPy;Opencv;Pandas;Scikit-Learn,Docker;Homebrew;npm;Pip,Jupyter Notebook/JupyterLab;Nano;Neovim;Vim;Visual Studio Code;VSCodium,Jira;Miro;Trello,Microsoft Teams;Signal;Telegram;Zoom,Bing AI;ChatGPT,57601
Data scientist or machine learning specialist,Go;Java;Python;Ruby;SQL,PostgreSQL;Redis,Amazon Web Services (AWS),Django;Ruby on Rails,NA,Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,Docker;Homebrew;Kubernetes;Pip;Terraform,DataGrip;Jupyter Notebook/JupyterLab;PyCharm;Vim,Confluence;Jira;Lucid,Google Meet;Slack,ChatGPT;GitHub Copilot;Google Gemini;Meta AI,250000
Data engineer,C#;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;Snowflake,Google Cloud;Microsoft Azure,React,NA,Pandas;React Native,NA,Visual Studio;Visual Studio Code,Azure Devops;Jira,Microsoft Teams;Zoom,ChatGPT;GitHub Copilot;Google Gemini;Meta AI;Snyk Code,95000
Data engineer,Bash/Shell (all shells);Go;Python;SQL,Databricks SQL;DuckDB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Databricks,FastAPI,NA,Apache Kafka;Apache Spark;NumPy;Pandas;Scikit-Learn;TensorFlow,Docker;Homebrew;Kubernetes;Make;Pip;Terraform,DataGrip;IntelliJ IDEA;Jupyter Notebook/JupyterLab,Airtable;Confluence;Jira;Lucid;Markdown File,Microsoft Teams;Slack;Zoom,Amazon Q;ChatGPT,150000
"Developer, AI",JavaScript;PHP;Python;SQL,Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Heroku;Netlify;Render;Supabase;Vercel,Angular;CodeIgniter;Deno;Django;Express;FastAPI;jQuery;Laravel;Next.js;Node.js;React;Vue.js,NA,Ionic;Pandas,Docker;Make,Android Studio;Jupyter Notebook/JupyterLab;PyCharm;Sublime Text;Visual Studio;Visual Studio Code;VSCodium;Xcode,Azure Devops;Jira;Miro;Notion;Trello,Google Meet;Jitsi;Skype;Telegram;Whatsapp;Zoom,ChatGPT;GitHub Copilot,80000
Data scientist or machine learning specialist,Python;SQL,Cosmos DB;Databricks SQL,Databricks;Microsoft Azure,NA,NA,Apache Spark;Keras;mlflow;NumPy;Pandas;Ruff;TensorFlow,Docker;Make;Pip,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;Jira;Lucid;Notion,Google Meet;Microsoft Teams;Slack,ChatGPT;GitHub Copilot;You.com,78000
"Developer, AI",HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Microsoft Azure,FastAPI;React,NA,Apache Spark;Hugging Face Transformers;NumPy;Pandas;RabbitMQ;Ruff;Scikit-Learn;Torch/PyTorch,Ansible;Docker;Homebrew;Make;npm;Pip;Yarn,Jupyter Notebook/JupyterLab;Neovim;PyCharm,Azure Devops;Confluence;Jira;Markdown File;Notion,Cisco Webex Teams,NA,69814
Data engineer,Python;SQL,MongoDB;MySQL;PostgreSQL;Presto;Redis,Amazon Web Services (AWS);Heroku,Django;Flask,Arduino,Pandas;Ruff,Docker;Make;Pip,IPython;Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code,Asana;Markdown File;Notion,Google Meet;Slack;Whatsapp,ChatGPT;GitHub Copilot,14131
"Developer, AI",Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,BigQuery;DuckDB;Dynamodb;H2;MongoDB;PostgreSQL;Supabase,Amazon Web Services (AWS),FastAPI;Flask;Node.js;React,Rasberry Pi,Apache Kafka;Apache Spark;Flutter;Keras;mlflow;NumPy;Scikit-Learn;Torch/PyTorch,Docker;Homebrew;Kubernetes;Pip,IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code;VSCodium,Confluence;Jira;Markdown File;Miro,Microsoft Teams;Slack;Whatsapp,Claude;Codeium;GitHub Copilot,214812
Data engineer,Python;Scala;SQL,Dynamodb;IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS),Django;FastAPI,NA,Pandas,Chef;Docker;Homebrew;Terraform,IntelliJ IDEA;Visual Studio Code,Confluence;Jira,Microsoft Teams;Slack;Zoom,GitHub Copilot,167000
Data scientist or machine learning specialist,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;SQL,Couch DB;H2;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Colocation;Managed Hosting,FastAPI;jQuery;React;WordPress,Arduino;GNU GCC;Rasberry Pi,Cordova;CUDA;Hugging Face Transformers;JAX;Keras;NumPy;Opencv;Pandas;RabbitMQ;Scikit-Learn;TensorFlow;Torch/PyTorch,Ant;Docker;Maven (build tool);Pip,Android Studio;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;PyCharm;Visual Studio Code,Clickup,Discord;Google Meet;Microsoft Teams;Slack;Zoom,ChatGPT;Claude;Perplexity AI;WolframAlpha,215000
Data engineer,Dart;Python;SQL,BigQuery;Cloud Firestore,Google Cloud,NA,NA,Flutter;NumPy;Pandas;Torch/PyTorch,Composer;Docker;Homebrew;Make;Pip;Terraform,Nano;Vim;Visual Studio Code,Confluence;Jira;Markdown File,Google Meet;Mattermost;Slack;Whatsapp;Zoom,ChatGPT,24499
Data engineer,HTML/CSS;JavaScript;MicroPython;Python;SQL;TypeScript,MongoDB;SQLite,Amazon Web Services (AWS);Netlify,FastAPI;Fastify;Flask,Arduino,Apache Spark;Hadoop;NumPy;Pandas,Bun;Godot,IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim,Confluence;Jira;Obsidian,Mattermost;Zoom,ChatGPT;Visual Studio Intellicode,180000
Data or business analyst,Python;SQL,Databricks SQL,Amazon Web Services (AWS);Databricks,NA,NA,NumPy;Pandas;Scikit-Learn,NA,Jupyter Notebook/JupyterLab;Notepad++;PyCharm,Microsoft Planner,Microsoft Teams,NA,75000
"Developer, AI",Dart;Go;HTML/CSS;JavaScript;Python;TypeScript,Dynamodb;Elasticsearch,Amazon Web Services (AWS);Google Cloud,Htmx;Vue.js,Rasberry Pi,Flutter;OpenGL,Ansible;npm;Pip;Terraform;Yarn,Goland;IntelliJ IDEA;PyCharm;Visual Studio Code;Xcode,Linear,Google Meet;Slack;Telegram;Zoom,Amazon Q;ChatGPT;GitHub Copilot,250000
Data engineer,Bash/Shell (all shells);Python;SQL,BigQuery;Microsoft SQL Server;PostgreSQL,Google Cloud;Microsoft Azure,Flask,NA,NumPy;Pandas,Docker;Homebrew;Make;Pip;Terraform,Visual Studio Code,Azure Devops;Confluence;Jira;Notion;Trello,Google Chat;Google Meet;Microsoft Teams;Signal;Slack;Whatsapp;Zoom,GitHub Copilot,67602
Data engineer,Bash/Shell (all shells);Java;Python,NA,Google Cloud;IBM Cloud Or Watson;Microsoft Azure,NA,Rasberry Pi,Apache Spark,Docker;Gradle;Maven (build tool);Podman,Eclipse;IntelliJ IDEA,Azure Devops;GitHub Discussions;Jira,Discord;Matrix;Mattermost;Signal;Slack;Whatsapp;Zoom,NA,184000
Data engineer,Dart;JavaScript;Python;SQL,BigQuery;Cloud Firestore;MongoDB;MySQL;PostgreSQL;Redis,Alibaba Cloud;Amazon Web Services (AWS);Google Cloud,FastAPI;Flask;Htmx;Node.js,NA,Flutter;mlflow;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Composer;Docker;Kubernetes;npm;Terraform,Sublime Text;Visual Studio Code,Jira;Notion,Discord;Google Chat;Google Meet;Slack;Telegram;Whatsapp;Zoom,Bing AI;ChatGPT;Claude;GitHub Copilot;Google Gemini;Perplexity AI,10171
"Developer, AI",Java;JavaScript;Python,MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS),NA,NA,Hugging Face Transformers;Spring Framework,Maven (build tool),Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Azure Devops;Jira,Mattermost;Microsoft Teams,ChatGPT;GitHub Copilot;Phind,38839
Data engineer,Clojure;SQL,Microsoft SQL Server,Microsoft Azure,NA,NA,NA,Docker;Kubernetes;Terraform,Visual Studio Code,Azure Devops;Lucid;Obsidian;Smartsheet,Microsoft Teams,ChatGPT,153400
Data engineer,Bash/Shell (all shells);C++;Go;Java;JavaScript;MATLAB;Python;SQL;TypeScript,Dynamodb;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud,FastAPI,NA,NumPy;Pandas;Scikit-Learn,Docker;npm;Pip;Yarn,IPython;Visual Studio Code,Notion,Google Chat;Google Meet;Skype;Slack;Zoom,ChatGPT;Google Gemini,5982
Data engineer,Go;Python;SQL,BigQuery;PostgreSQL;SQLite,Google Cloud,FastAPI,NA,NumPy,APT;Homebrew;Pip;Terraform,Visual Studio Code,Confluence;GitHub Discussions;Jira;Lucid;Markdown File;Notion,Google Chat;Google Meet;Slack,ChatGPT;Google Gemini,102036
"Developer, AI",HTML/CSS;JavaScript;Python,NA,Microsoft Azure,Flask;jQuery,NA,Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow,Docker;Pip,Jupyter Notebook/JupyterLab;RStudio;Visual Studio Code,NA,Microsoft Teams;Whatsapp,ChatGPT,1634
Data scientist or machine learning specialist,C;Python;R;SQL,MySQL;Redis,Amazon Web Services (AWS);Microsoft Azure,NA,NA,Tidyverse,NA,Visual Studio Code,Jira,Microsoft Teams;Slack;Zoom,NA,100000
"Developer, AI",HTML/CSS;JavaScript;Python;SQL,Cosmos DB;PostgreSQL;SQLite,Microsoft Azure,Django;FastAPI;jQuery;Node.js;Svelte,NA,NumPy;Pandas,npm,Visual Studio Code,Jira,Microsoft Teams;Whatsapp,ChatGPT,12713
Data or business analyst,Python;SQL;VBA,Microsoft SQL Server;Oracle;Snowflake,NA,NA,NA,NA,NA,NA,Jira;Microsoft Planner;Smartsheet,Microsoft Teams;Ringcentral;Skype;Whatsapp,GitHub Copilot,63694
Data scientist or machine learning specialist,C;C++;HTML/CSS;Java;MATLAB;Python;SQL,NA,Amazon Web Services (AWS),FastAPI;Flask,Arduino;Rasberry Pi,CUDA;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Gradle;npm;Pip,IPython;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Sublime Text;Visual Studio Code,NA,Discord;Google Chat;Google Meet;Microsoft Teams,ChatGPT,14954
Data engineer,Python;SQL,Microsoft SQL Server;PostgreSQL,Microsoft Azure,FastAPI,NA,NA,APT;Pip,DataGrip;PyCharm;Sublime Text,Azure Devops;Jira,Microsoft Teams,NA,107406
Data scientist or machine learning specialist,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;R;SQL,BigQuery;Elasticsearch;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,Angular;CodeIgniter;FastAPI;WordPress,GNU GCC,CUDA;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;Kubernetes;Pip;Visual Studio Solution,Code::Blocks;Eclipse;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;Notepad++;RStudio;Spyder;Visual Studio;Visual Studio Code,Clickup;Confluence;Jira;Miro,Google Chat;Google Meet;Slack;Zoom,ChatGPT;GitHub Copilot;Google Gemini,80555
Data or business analyst,Bash/Shell (all shells);HTML/CSS;Perl;PowerShell;Python;R;SQL;VBA,Microsoft SQL Server;Oracle;PostgreSQL,NA,jQuery,NA,NumPy;Pandas,NA,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Smartsheet,Cisco Webex Teams;Microsoft Teams;Zoom,NA,118471
Data engineer,C#;PowerShell;Python;SQL,Databricks SQL;Microsoft SQL Server,Microsoft Azure,NA,NA,.NET Framework (1.0 - 4.8);NumPy;Pandas;Qt,NuGet;Terraform;Visual Studio Solution,PyCharm;Visual Studio;Visual Studio Code,Confluence;Jira,Microsoft Teams,Bing AI,155984
Data engineer,Java;Python,Snowflake,Microsoft Azure,Spring Boot,NA,NumPy;Pandas,Kubernetes;Pip,DataGrip;IntelliJ IDEA;PyCharm,Azure Devops;Obsidian,Microsoft Teams,ChatGPT;GitHub Copilot,74873
Data scientist or machine learning specialist,Python;SQL,BigQuery;DuckDB;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Google Cloud;Hetzner,NA,NA,Hugging Face Transformers;mlflow;NumPy;Pandas;RabbitMQ;Ruff;Scikit-Learn;Torch/PyTorch,Docker;Pip,IPython;Neovim;Visual Studio Code,GitHub Discussions;Markdown File;Obsidian,Discord;Google Meet;Slack,ChatGPT;GitHub Copilot,128887
Data scientist or machine learning specialist,Bash/Shell (all shells);Python,Redis,NA,NA,NA,Apache Kafka;CUDA;mlflow;NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,APT;Docker,Vim,NA,Google Chat;Google Meet,NA,280253
Data scientist or machine learning specialist,C;C++;Java;JavaScript;Julia;Python,Elasticsearch;InfluxDB;MariaDB;MongoDB;PostgreSQL,NA,Express;Node.js,NA,CUDA;Hadoop;Pandas;TensorFlow;Torch/PyTorch,Gradle;Homebrew;Make;npm;Pip;Puppet,IPython;Vim;Visual Studio,Jira,Slack,NA,21481
Data scientist or machine learning specialist,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Clickhouse;Dynamodb;PostgreSQL;SQLite,Amazon Web Services (AWS),FastAPI,Cargo,Apache Spark;Hadoop;NumPy;Pandas;Ruff;Scikit-Learn;Torch/PyTorch,Docker,IntelliJ IDEA;Nano;Visual Studio Code,NA,Signal;Slack;Whatsapp;Zoom,NA,214812
Data or business analyst,C#;HTML/CSS;JavaScript;Python;SQL,SQLite,NA,Angular;ASP.NET;Django,Arduino;Rasberry Pi,NA,Docker;NuGet;Pip,IPython;Jupyter Notebook/JupyterLab;Spyder;Visual Studio Code,Confluence;Jira,Google Meet;Slack;Telegram;Zoom,ChatGPT;Claude;Google Gemini,11791
Data scientist or machine learning specialist,Python;SQL,PostgreSQL;Snowflake,Amazon Web Services (AWS);Databricks,NA,NA,Pandas;Scikit-Learn,Docker;Kubernetes;Make;Terraform,DataGrip;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Jira,Google Meet;Slack,ChatGPT;GitHub Copilot,146496
Data scientist or machine learning specialist,Bash/Shell (all shells);Python;SQL,Clickhouse;MySQL;PostgreSQL,Amazon Web Services (AWS),FastAPI,NA,Apache Spark;Hadoop;mlflow;NumPy;Pandas;Scikit-Learn,Docker;Make;Maven (build tool);Pip,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;GitHub Discussions;Notion,Discord;Google Meet;Skype;Slack;Telegram;Whatsapp;Zoom,ChatGPT;GitHub Copilot;Perplexity AI,115999
Data engineer,Python;SQL;TypeScript,BigQuery;Cloud Firestore;Databricks SQL;DuckDB;Snowflake,Amazon Web Services (AWS);Databricks;Firebase;Google Cloud;Microsoft Azure,NA,NA,Apache Spark,Homebrew;Kubernetes;Pip;pnpm;Terraform,PyCharm;Sublime Text;Visual Studio Code;WebStorm,Linear;Miro;Notion,Slack;Zoom,ChatGPT;GitHub Copilot,214812
"Developer, AI",Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,Cosmos DB;Dynamodb;IBM DB2;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,FastAPI;NestJS;Next.js;Node.js;React,NA,NumPy;Pandas;Scikit-Learn,Chocolatey;Docker;npm;Pip;pnpm;Vite,Nano;Neovim;Visual Studio Code,Azure Devops;Trello,Discord;Google Chat;Google Meet;Whatsapp;Zoom,ChatGPT;Claude;GitHub Copilot;Google Gemini;OpenAI Codex,80953
Data or business analyst,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;Supabase,Cloudflare;Fly.io;Microsoft Azure;Netlify;Supabase,Express;Laravel;Node.js;Nuxt.js;Spring Boot;Vue.js,NA,Electron;NumPy;Pandas;Spring Framework,Docker;Maven (build tool);npm;Pip;pnpm;Unity 3D;Vite,DataGrip;IntelliJ IDEA;PyCharm;Visual Studio Code;WebStorm,Trello,Discord;Microsoft Teams;Slack,ChatGPT;GitHub Copilot;Google Gemini;Phind,140000
Data or business analyst,Apex;C;Java;JavaScript;Lua;Perl;Scala;SQL,IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),WordPress,GNU GCC,Qt,Chef;Homebrew;Kubernetes;Vite,Eclipse;Emacs;Vim;Visual Studio;Visual Studio Code;Xcode,Jira,Discord;Signal;Skype;Slack;Telegram;Whatsapp;Wire;Zoom,Cody,67983
Data engineer,Apex;Groovy;Python;SQL,Oracle;Snowflake,Oracle Cloud Infrastructure (OCI),NA,NA,NA,NA,Emacs;Visual Studio Code,Confluence;Jira,Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,NA,222834
